YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,48.4,48.4,,,43.6,53.3,782,,,,,"Less than $15,000",,"(32.745510099000455, -89.53803082499968)",PA,PA1,Q047,VALUE,28,Income,"Less than $15,000",INC,INCLESS15
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.5,32.5,,,26.2,39.4,285,,,,,,Non-Hispanic Black,"(35.47203135600046, -97.52107021399968)",PA,PA1,Q047,VALUE,40,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.6,29.6,,,18.3,44.2,78,,,,,,2 or more races,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q037,VALUE,44,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.4,36.4,,,35.1,37.6,10856,Total,,,,,,"(37.63864012300047, -120.99999953799971)",OWS,OWS1,Q037,VALUE,6,Total,Total,OVR,OVERALL
2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.1,34.1,,,31.7,36.6,2974,,,High school graduate,,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q037,VALUE,45,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.1,35.1,,,32.3,38,1396,,,,,"$50,000 - $74,999",,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,VALUE,19,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Race/Ethnicity,Asian,RACE,RACEASN
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.9,21.9,,,21.4,22.3,118147,,,Some college or technical school,,,,,PA,PA1,Q047,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,43.1,43.1,,,41.3,44.9,4115,,,,Male,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q037,VALUE,8,Gender,Male,GEN,MALE
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.6,36.6,,,33.7,39.6,1854,,,High school graduate,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,VALUE,1,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,55 - 64,,,,,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.4,20.4,,,17.4,23.8,881,,45 - 54,,,,,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,VALUE,33,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.7,36.7,,,30.3,43.7,290,,,,,"$35,000 - $49,999",,"(18.220833, -66.590149)",OWS,OWS1,Q037,VALUE,72,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.6,14.6,,,11.9,17.7,1703,,,,,"$75,000 or greater",,"(44.353130053000484, -100.3735306369997)",PA,PA1,Q047,VALUE,46,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,13.1,13.1,,,11.3,15.1,1777,,,,,"$75,000 or greater",,"(40.48501028300046, -88.99771017799969)",PA,PA1,Q047,VALUE,17,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,38.6,38.6,,,27.9,50.4,184,,,,,"Less than $15,000",,"(64.84507995700051, -147.72205903599973)",PA,PA1,Q047,VALUE,2,Income,"Less than $15,000",INC,INCLESS15
2018,2018,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,26.9,26.9,,,23.7,30.3,1136,,,,,,Non-Hispanic Black,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q037,VALUE,22,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.5,29.5,,,24.3,35.3,546,,,,,"$25,000 - $34,999",,"(38.635790776000476, -92.56630005299968)",OWS,OWS1,Q037,VALUE,29,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.5,19.5,,,17.6,21.6,2567,,,Some college or technical school,,,,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q047,VALUE,9,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.4,32.4,,,29.2,35.8,1515,Total,,,,,,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Total,Total,OVR,OVERALL
2018,2018,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.1,32.1,,,27.8,36.7,842,,35 - 44,,,,,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q037,VALUE,23,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.8,30.8,,,26.2,35.8,650,,,Less than high school,,,,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q037,VALUE,51,Education,Less than high school,EDU,EDUHS
2018,2018,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.8,24.8,,,20.7,29.5,628,,35 - 44,,,,,"(41.70828019300046, -71.52247031399963)",PA,PA1,Q047,VALUE,44,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.5,23.5,,,21.5,25.6,4059,,,,Female,,,"(21.304850435000446, -157.85774940299973)",PA,PA1,Q047,VALUE,15,Gender,Female,GEN,FEMALE
2018,2018,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.8,15.8,,,14.5,17.1,5214,,,,Male,,,"(39.360700171000474, -111.58713063499971)",PA,PA1,Q047,VALUE,49,Gender,Male,GEN,MALE
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.8,26.8,,,21.6,32.8,423,,,,,"$25,000 - $34,999",,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,VALUE,33,Income,"$25,000 - $34,999",INC,INC2535
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.3,19.3,,,13.9,26.1,203,,18 - 24,,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Age (years),18 - 24,AGEYR,AGEYR1824
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.6,22.6,,,19.3,26.4,746,,35 - 44,,,,,"(40.48501028300046, -88.99771017799969)",PA,PA1,Q047,VALUE,17,Age (years),35 - 44,AGEYR,AGEYR3544
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.8,19.8,,,16.2,24,804,,25 - 34,,,,,"(42.27687047000046, -72.08269067499964)",PA,PA1,Q047,VALUE,25,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.3,33.3,,,29.2,37.5,855,,,,,"$35,000 - $49,999",,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,VALUE,18,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.4,20.4,,,13.7,29.2,117,,,,,,2 or more races,"(42.46940091300047, -93.81649055599968)",PA,PA1,Q047,VALUE,19,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.3,28.3,,,24.9,32,1913,,,High school graduate,,,,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35,35,,,31.6,38.7,1294,,,Some college or technical school,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,VALUE,33,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.9,35.9,,,33.8,38.1,3055,,,,Male,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q037,VALUE,18,Gender,Male,GEN,MALE
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38,38,,,35.1,40.9,1710,,65 or older,,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q037,VALUE,10,Age (years),65 or older,AGEYR,AGEYR65PLUS
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.8,26.8,,,24.9,28.7,3684,,,,Male,,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,VALUE,15,Gender,Male,GEN,MALE
2020,2020,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,26.8,35.4,675,,,,,,Hispanic,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Race/Ethnicity,Hispanic,RACE,RACEHIS
2018,2018,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.9,35.9,,,34.4,37.4,6889,,,,,,Non-Hispanic White,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q037,VALUE,51,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.3,33.3,,,32.7,33.9,96513,,55 - 64,,,,,,OWS,OWS1,Q036,VALUE,59,Age (years),55 - 64,AGEYR,AGEYR5564
2018,2018,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.4,33.4,,,32.4,34.4,32628,,,,,,Non-Hispanic Black,,OWS,OWS1,Q037,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(45.254228894000505, -68.98503133599962)",PA,PA1,Q047,VALUE,23,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2018,2018,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.9,32.9,,,28,38.2,845,,,,,Data not reported,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,5,Income,Data not reported,INC,INCNR
2018,2018,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.8,40.8,,,35.4,46.3,378,,25 - 34,,,,,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q036,VALUE,54,Age (years),25 - 34,AGEYR,AGEYR2534
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.2,26.2,,,18.7,35.5,142,,,,,,Other,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q047,VALUE,9,Race/Ethnicity,Other,RACE,RACEOTH
2018,2018,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,38.7,38.7,,,33.6,44,486,,,Less than high school,,,,"(44.6613195430005, -84.71439026999968)",PA,PA1,Q047,VALUE,26,Education,Less than high school,EDU,EDUHS
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20,20,,,17.1,23.2,1082,,45 - 54,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Age (years),45 - 54,AGEYR,AGEYR4554
2018,2018,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.1,32.1,,,29,35.4,1319,,,,,"$15,000 - $24,999",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q047,VALUE,6,Income,"$15,000 - $24,999",INC,INC1525
2018,2018,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.2,29.2,,,26.8,31.8,3184,,,High school graduate,,,,"(45.254228894000505, -68.98503133599962)",PA,PA1,Q047,VALUE,23,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,9.6,9.6,,,6.1,14.8,205,,18 - 24,,,,,"(43.23554134300048, -108.10983035299967)",PA,PA1,Q047,VALUE,56,Age (years),18 - 24,AGEYR,AGEYR1824
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.7,22.7,,,18.1,28,496,,,College graduate,,,,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Education,College graduate,EDU,EDUCOGRAD
2018,2018,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,Total,,,,,,"(18.335765, -64.896335)",OWS,OWS1,Q037,VALUE,78,Total,Total,OVR,OVERALL
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.6,25.6,,,22.6,28.9,1551,,,,,"$35,000 - $49,999",,"(40.06021014100048, -82.40426005599966)",PA,PA1,Q047,VALUE,39,Income,"$35,000 - $49,999",INC,INC3550
